task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch,onset_SOA
prp,0,1,28,letter_16,false_font_20,non-target,false_font,center,false_font_10,0.5,0.704651995596134,0.116,offset,1100,0.616
prp,0,1,29,letter_16,false_font_20,irrelevant,object,center,object_16,1.5,1.27138486814134,0.232,onset,1000,0.232
prp,0,1,30,letter_16,false_font_20,non-target,false_font,center,false_font_19,0.5,0.992039327505213,0.466,onset,1100,0.466
prp,0,1,31,letter_16,false_font_20,irrelevant,object,center,object_11,1,0.851697495970238,0.116,onset,1000,0.116
prp,0,1,32,letter_16,false_font_20,irrelevant,face,right,face_11,0.5,0.801346129087551,0.116,offset,1000,0.616
prp,0,1,33,letter_16,false_font_20,target,false_font,center,false_font_20,0.5,0.888393454594918,0.466,offset,1000,0.966
prp,0,1,34,letter_16,false_font_20,non-target,letter,center,letter_20,0.5,1.80215640216557,0.232,onset,1100,0.232
prp,0,1,35,letter_16,false_font_20,irrelevant,face,center,face_20,1.5,1.98627381528542,0.116,onset,1100,0.116
prp,0,1,36,letter_16,false_font_20,non-target,false_font,left,false_font_06,0.5,1.29391850728447,0.466,offset,1100,0.966
prp,0,2,1,letter_03,false_font_08,irrelevant,object,left,object_17,1.5,1.21810035508307,0.466,offset,1000,1.966
prp,0,2,2,letter_03,false_font_08,target,false_font,left,false_font_08,1,0.765699250225856,0.116,offset,1100,1.116
prp,0,2,3,letter_03,false_font_08,irrelevant,face,center,face_13,1.5,1.25440307250622,0.116,onset,1000,0.116
prp,0,2,4,letter_03,false_font_08,non-target,letter,center,letter_16,1,1.57113173079702,0.466,onset,1000,0.466
prp,0,2,5,letter_03,false_font_08,non-target,false_font,right,false_font_12,0.5,1.1457192702265,0,offset,1100,0.5
prp,0,2,6,letter_03,false_font_08,irrelevant,face,center,face_14,0.5,0.817139173180426,0.466,offset,1100,0.966
prp,0,2,7,letter_03,false_font_08,non-target,false_font,center,false_font_01,1.5,0.974637609135059,0.466,onset,1100,0.466
prp,0,2,8,letter_03,false_font_08,non-target,false_font,left,false_font_16,0.5,1.03159587242731,0.232,offset,1100,0.732
prp,0,2,9,letter_03,false_font_08,target,false_font,left,false_font_08,1,0.970466544616484,0.116,onset,1000,0.116
prp,0,2,10,letter_03,false_font_08,non-target,letter,center,letter_10,1,1.54140025767998,0.232,offset,1100,1.232
prp,0,2,11,letter_03,false_font_08,irrelevant,face,center,face_15,1.5,1.94738965018689,0,onset,1000,0
prp,0,2,12,letter_03,false_font_08,non-target,letter,center,letter_13,1,0.921342575010873,0.466,offset,1100,1.466
prp,0,2,13,letter_03,false_font_08,non-target,letter,center,letter_12,0.5,1.10681741904264,0.116,onset,1100,0.116
prp,0,2,14,letter_03,false_font_08,non-target,false_font,right,false_font_07,1.5,1.50387928303751,0.466,offset,1000,1.966
prp,0,2,15,letter_03,false_font_08,target,letter,left,letter_03,1,0.798973669501945,0.266,onset,1000,0.266
prp,0,2,16,letter_03,false_font_08,irrelevant,face,left,face_13,1.5,1.13932496314096,0.116,offset,1100,1.616
prp,0,2,17,letter_03,false_font_08,irrelevant,face,left,face_02,0.5,0.877046443238086,0.116,offset,1100,0.616
prp,0,2,18,letter_03,false_font_08,irrelevant,face,center,face_04,0.5,1.54356040653844,0.466,offset,1000,0.966
prp,0,2,19,letter_03,false_font_08,irrelevant,object,center,object_01,1,1.70157571804787,0.232,offset,1000,1.232
prp,0,2,20,letter_03,false_font_08,irrelevant,object,left,object_11,0.5,1.10402121844562,0,onset,1000,0
prp,0,2,21,letter_03,false_font_08,non-target,letter,center,letter_02,1.5,1.93858463893521,0.116,onset,1100,0.116
prp,0,2,22,letter_03,false_font_08,non-target,letter,left,letter_15,0.5,0.867341896089823,0.466,onset,1100,0.466
prp,0,2,23,letter_03,false_font_08,non-target,letter,center,letter_16,1.5,1.23167849497485,0.232,onset,1000,0.232
prp,0,2,24,letter_03,false_font_08,irrelevant,face,right,face_10,1.5,0.840096844004615,0.116,offset,1000,1.616
prp,0,2,25,letter_03,false_font_08,non-target,false_font,right,false_font_06,1,0.744556332467344,0,offset,1000,1
prp,0,2,26,letter_03,false_font_08,non-target,letter,center,letter_08,1.5,1.64715145157715,0.466,offset,1000,1.966
prp,0,2,27,letter_03,false_font_08,non-target,false_font,left,false_font_09,1,1.31166817488776,0.116,offset,1100,1.116
prp,0,2,28,letter_03,false_font_08,irrelevant,object,center,object_15,1,1.18988827183032,0.466,onset,1100,0.466
prp,0,2,29,letter_03,false_font_08,non-target,false_font,right,false_font_17,1,1.0371033208527,0.116,offset,1100,1.116
prp,0,2,30,letter_03,false_font_08,irrelevant,object,center,object_15,1,1.24942888250493,0.232,onset,1000,0.232
prp,0,2,31,letter_03,false_font_08,irrelevant,object,left,object_01,1,1.16899829366177,0.116,offset,1100,1.116
prp,0,2,32,letter_03,false_font_08,irrelevant,face,right,face_19,0.5,0.810236927608291,0.116,onset,1100,0.116
prp,0,2,33,letter_03,false_font_08,irrelevant,face,center,face_12,1,1.29784471412538,0,offset,1100,1
prp,0,2,34,letter_03,false_font_08,non-target,letter,center,letter_20,1,0.91516902160551,0.466,offset,1100,1.466
prp,0,2,35,letter_03,false_font_08,irrelevant,face,left,face_08,0.5,0.700282780425887,0.232,onset,1100,0.232
prp,0,2,36,letter_03,false_font_08,target,false_font,left,false_font_08,0.5,1.53950720376479,0.466,offset,1100,0.966
prp,0,3,1,face_13,object_07,non-target,object,right,object_13,1,1.57142065832639,0.232,offset,1000,1.232
prp,0,3,2,face_13,object_07,target,face,center,face_13,1.5,1.17229124652571,0.266,onset,1000,0.266
prp,0,3,3,face_13,object_07,non-target,face,center,face_05,1.5,1.22900282644818,0,onset,1100,0
prp,0,3,4,face_13,object_07,irrelevant,letter,center,letter_06,1.5,0.797667079698929,0.116,offset,1100,1.616
prp,0,3,5,face_13,object_07,irrelevant,letter,center,letter_03,0.5,1.44339419804489,0,offset,1000,0.5
prp,0,3,6,face_13,object_07,non-target,object,center,object_10,1.5,0.89229512019397,0.116,onset,1100,0.116
prp,0,3,7,face_13,object_07,irrelevant,letter,left,letter_11,1,1.61071372319604,0.232,onset,1000,0.232
prp,0,3,8,face_13,object_07,non-target,face,right,face_19,1,0.89076276134197,0.116,onset,1000,0.116
prp,0,3,9,face_13,object_07,irrelevant,false_font,right,false_font_08,1.5,0.747437344929376,0.466,offset,1100,1.966
prp,0,3,10,face_13,object_07,irrelevant,false_font,center,false_font_10,0.5,0.783760881814724,0.232,offset,1100,0.732
prp,0,3,11,face_13,object_07,irrelevant,false_font,center,false_font_01,1,1.38910707220469,0.466,onset,1100,0.466
prp,0,3,12,face_13,object_07,irrelevant,false_font,center,false_font_05,1,0.892508436361181,0,onset,1100,0
prp,0,3,13,face_13,object_07,non-target,face,right,face_02,1.5,1.36642335469418,0.116,offset,1000,1.616
prp,0,3,14,face_13,object_07,non-target,object,center,object_02,1,0.792416538911862,0.466,onset,1000,0.466
prp,0,3,15,face_13,object_07,target,object,center,object_07,1,1.67582499550689,0.116,onset,1000,0.116
prp,0,3,16,face_13,object_07,non-target,object,center,object_13,1.5,1.08557868507578,0.232,onset,1000,0.232
prp,0,3,17,face_13,object_07,irrelevant,false_font,right,false_font_20,1,1.05091217842378,0.232,onset,1000,0.232
prp,0,3,18,face_13,object_07,target,face,center,face_13,1,1.61382101858873,0,offset,1000,1
prp,0,3,19,face_13,object_07,non-target,object,left,object_02,1.5,1.31407078829911,0,offset,1100,1.5
prp,0,3,20,face_13,object_07,irrelevant,false_font,right,false_font_02,1.5,1.24725332616727,0.116,offset,1000,1.616
prp,0,3,21,face_13,object_07,non-target,face,center,face_17,1.5,1.02841304113956,0.466,offset,1000,1.966
prp,0,3,22,face_13,object_07,irrelevant,letter,right,letter_06,1.5,0.719481378246412,0,onset,1000,0
prp,0,3,23,face_13,object_07,irrelevant,false_font,center,false_font_13,1.5,1.84641454527169,0.116,offset,1000,1.616
prp,0,3,24,face_13,object_07,non-target,object,center,object_14,1.5,1.86812212170964,0,onset,1000,0
prp,0,3,25,face_13,object_07,irrelevant,false_font,left,false_font_20,1.5,1.72877372356272,0,offset,1100,1.5
prp,0,3,26,face_13,object_07,non-target,object,center,object_03,0.5,0.952472677051341,0.466,onset,1000,0.466
prp,0,3,27,face_13,object_07,non-target,face,center,face_04,0.5,1.6414510349175,0.232,onset,1100,0.232
prp,0,3,28,face_13,object_07,irrelevant,letter,center,letter_20,1,0.938539670505309,0.116,onset,1000,0.116
prp,0,3,29,face_13,object_07,irrelevant,letter,center,letter_04,0.5,1.15148411155591,0.466,onset,1000,0.466
prp,0,3,30,face_13,object_07,non-target,object,right,object_02,0.5,1.94524011359783,0.232,offset,1100,0.732
prp,0,3,31,face_13,object_07,non-target,object,left,object_05,0.5,1.84046451646752,0.116,offset,1100,0.616
prp,0,3,32,face_13,object_07,irrelevant,false_font,center,false_font_04,1.5,0.725598316655965,0,offset,1000,1.5
prp,0,3,33,face_13,object_07,irrelevant,letter,left,letter_07,1,0.716316785425201,0.232,offset,1000,1.232
prp,0,3,34,face_13,object_07,non-target,object,center,object_18,1,1.23052882286651,0.232,onset,1000,0.232
prp,0,3,35,face_13,object_07,non-target,face,right,face_04,1,1.64060951145704,0.466,onset,1100,0.466
prp,0,4,1,face_15,object_16,irrelevant,false_font,center,false_font_18,1.5,0.786788805150541,0.466,onset,1100,0.466
prp,0,4,2,face_15,object_16,non-target,object,center,object_12,1,1.1679363910052,0.116,offset,1000,1.116
prp,0,4,3,face_15,object_16,non-target,face,left,face_18,1.5,0.897552182995744,0.232,offset,1100,1.732
prp,0,4,4,face_15,object_16,irrelevant,letter,right,letter_02,0.5,1.36641938148855,0.116,onset,1100,0.116
prp,0,4,5,face_15,object_16,irrelevant,letter,left,letter_10,0.5,1.39005458810106,0.232,offset,1100,0.732
prp,0,4,6,face_15,object_16,target,face,center,face_15,1.5,1.00267096447477,0.116,offset,1000,1.616
prp,0,4,7,face_15,object_16,non-target,object,center,object_12,1.5,1.45176678319337,0.466,onset,1100,0.466
prp,0,4,8,face_15,object_16,non-target,face,center,face_17,0.5,1.18773306762302,0.466,onset,1100,0.466
prp,0,4,9,face_15,object_16,irrelevant,letter,left,letter_20,0.5,1.4034807736251,0.232,offset,1000,0.732
prp,0,4,10,face_15,object_16,irrelevant,letter,center,letter_05,1,1.38507173271127,0.116,offset,1000,1.116
prp,0,4,11,face_15,object_16,target,object,center,object_16,0.5,1.07672226216013,0,onset,1000,0
prp,0,4,12,face_15,object_16,irrelevant,false_font,center,false_font_14,1,1.15925429573854,0.466,onset,1000,0.466
